name,ops,image_url
Rajiv Satyal,FF-Ni/Ti-SB/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/L-IGHLA7HJKADPMOe_6KpQ/Wq2aJaNeN0jz-pTbYr2jbK1ccwiE3_atYUVVxDBxuUFRZPAXT9Q49qtv_VnI1qy_ABfxkoqY6kkg9pLo-2XCtQ/8gQsArYC3NiyG-Zu6FoTLocy0oxq4a-AmLDiZRyl12o
Antoine,MF-Ni/Ti-SB/C(P),https://v5.airtableusercontent.com/v1/21/21/1696514400000/xwSk3ksGN0SCxMHEyKgJ0g/OaKYjtW0gmoZwbVwzdCaPhDy958QU78dy7AMs75mDMqxztJ3W1sYlvbtgzv1_xKntW46agJnEGZ9WzG1_oUkXA/QGRBi1hQhe_rfIJGWFqLIq8yVSTvNx71oE7aS3Zyoa0
Bob Odenkirk,MF-Ni/Ti-SB/C(P),https://v5.airtableusercontent.com/v1/21/21/1696514400000/XPIIBYI_TRlpOCYj4GJIow/8-jyHmFJ43EhYLmKjK21335QVwm52aSQ8oQwmAPE4XwDXFT2XFT_sBbGY5vI2rJd26jk_1F5lhg_EAOuvtT-8Q/UyFhQhs9a0chwYDoyyfCrIHHgtScw5GPeiIhrF0gI8w
Damon Cart,MF-Ni/Ti-SB/C(P),https://v5.airtableusercontent.com/v1/21/21/1696514400000/1g-Zik7S49VjFJOKR0KTOg/DOFWiK_S43y61rT2tt_AmwSca_knalmH9IOt1FMWZVtu-54KIDJtu35tXrQv9qeb1I_NXNRfQCDat_pvh2MyIg/L5a1GdKE1lU5FnE5PVHN6qFicHjAD2NKaNs7JaEw_m8
Dr. Drew,MF-Ni/Ti-SB/C(P) [2],https://v5.airtableusercontent.com/v1/21/21/1696514400000/ODTdbo5VmZf_W0sKb1Vyaw/jp5dgQb_KQeskQa1l2Qwi61slV7VcvdTROUtQ1GxXQYqttMNPDu58coGZ9Z8ufWsi2EZryVZmyDNnA3adgtJdA/D9acc6MrOkWqfrIM-29oa1IUlg393vqOt93R720B5lg
John Lennon,FM-Ni/Ti-SB/C(P),https://v5.airtableusercontent.com/v1/21/21/1696514400000/7UzurtmAMkVIQhexigWxbQ/W3MoThqvP9srzcA0xB0AynfYtlZqmmplCbdhvFAxcSwh2zuZjB9fQCGibcicBT93eRDpyEhfWv8_R85oc6UTYA/vUjEXVTB8GMI2sAjmQyy5OWviaaizELnOEBM-2zpN4c
Michelle Dawson,FF-Ni/Ti-SB/C(P),https://v5.airtableusercontent.com/v1/21/21/1696514400000/M86vmhW-U28UmWxlCnalEA/UoMgeZDKzUXpntGZsax4breO7jCOW4_Fqev37B8WugQWDra005y3vGYt3NB45AFJdon3hdFl8_DYb9VkFy2afw/7hGDWwc0Az6gcfFGGQPf1ch8TQJ7GVecU66vbAeB_Vg
Anna Holland,xx-Ni/Te-Bx/x(x),
Misha Petrov,xx-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/75JtHgRciXjkOSM7b0aLWg/9h94YX8eIFvMU7lYBBbn_hhitZRqyNcGLYu-K9JtykuMg8K0QCnI2n_dTKjVkys3WcrgQOY1il0wztv-ywFccA/MBQVJSXX1PjWotykPufapx0iF_PNFTotF7Rq2HMNyKo
Albert Z,MM-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/_pX-7Q7WbBNIInMi6fh6Lg/PrKfWWTsTkch-o3tVsBEedFJYTyfLl20ZWl19zinGsAKczHxYWvnnmC-rEAlvZlVr7l_Hl_br_RKCCRFLd1UYg/gORHjmAZyT2YCXFED2h0GcQiqFOf3JYSze0kDDcFfU8
Antonio Radic,MM-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/2naKtufSXK1WaapayxGQnQ/lnsMqT94fvgJA4C7hcCcEHjo4lLQCXlC8wnxsVYdOq101J8ej9AMYVdLeptyWHOzQllBRVZDI2rJN6jUbkkiEg/Oqh25OXKeaiyL_rBQa_tiC4tQthAdCc9Dzi4urvfXFE
James Clear,MM-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/T4dXh3IyXZr73FlcOn8Gbw/nUsvcMJSgE5PZ1T4CZSv9Rohg3tcQZINXkMHSKyIdRuxQ3C2JncmNfnjNwP_B5Hu0YkPHwdcKU0XlJ-GK70gxQ/7gvaIJvHEAim_BBWof0h4YPK4pxhR_IoTHaQXFxF22U
John Danaher,MM-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/4rcPJDAJvC5LCduzfSQtmw/iROGOcv5HcWMChNH9rMMziDpZqfAK4y7FEQucLowTOJsKk6dDJZFB86PANFbZ4bYxPXvvJYWt5yGUhxoeqBRrg/EWAu-k6pBiCo-70oOLmEK_QAwFNZZ_xDF9Pls_nz8Jk
BJ Novak,MF-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/ziDNyTv6N5Az13VYBDabhw/W2FSZQUdC8siF4Oprpa5YsxzEPrRhwgXeUDsY20toao6L_srVRQjcqQCicblsm86irR1DgSSyEk1rENEosOgew/IixWggPV_VmMJd_gfQc8WREO1vK7XPl0X7arkPT5UKs
David Meltzer,MF-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/ncYxl2ZSVaOaTeFKecisnQ/d-AmM_n3n0Tcb66riy3rmSMdnO_5yd9vD-doOwOCHHmN5sIyNSLs6SUI3dNFPNbDgl6yCDvP2a1r013wLD42qQ/AYaozx7oy8nbgx4XvKuhugi50XvR7YCB5Vu3fAI-DoI
Jarrod Hunt,MF-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/UOvDKFRCym7SDAQCMjDMnw/N5lohEkwrE-GAYGFxeSCAHdtLTST_6uxrTsQzWTYXlGS1RVmu4mnzNrb_G75Vho4AhwPyXG49Kfu86AI53-L4A/VX3YvPg716OkyL84nHhrTFAksEwLHCvWVYGHhqTVZiY
Jeremy Jahns,MF-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/sDBRI9dv6p0rdtwfqUFlBg/6wEYPpvXW3Fm4MfrRjZSkQ4enJDIxLuqbwQAu5jvi1H1OAGEQQUc_W4dmN3OxUKjHB26wprLhsviHiyRU4sqvA/o2SXGZ2cWkUvfukldi5HJJE8EIuiNym3Ad_R8gwIuxc
John Krasinski,MF-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/aYjdWb8aknccOdRCnM43wQ/8rqeOd4KSPa_xium4CNiPhlc2_AVoBkHqmQ2GmtUlrUixByOkYeeeOZDZTogyA9eEe5krdYu3xUpv7f_Dxc-Gg/DLvRiYHGREWu5X2eRrQfKQ2l9cAieJ-wWWI_Y4GQQlI
Terri Trespicio,MF-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/Vg4SH_WIwpPV7vHuxUoczw/f3ZRLjsJ9sEc--bl_uuuxMWwWKlghxcdatCTgUHCIa7pKTZemUt9OolzRvVJUR9lZ0CqICisXcP9qD3A_RvrWA/kgI6ZVkUu2bf6-QWd5aGrv6vea41yI1a5g0EYp2qSYA
Tommy Rich,MF-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/fg3YMIw66YosED0SBi47Nw/m7ru3n2qra4MSpZJWWZbxoFbvyL-TeN356vM7GfZGEXM3Eg_mMUBUmN23KQgj0dHFyQ4zt7Ud0ahFXOgWU7iAQ/koh7wGiMDpWKbbmtuQOzx8kds_mWSjwZtAhMKaoQk-k
Anna Akana,FM-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/m63myQU1SfC5PKsLAVm-bA/gOeo3FhSHcHy9T6ljfcdFUZBJ_3pzUDQzK2goQ_Pnto28Z6HXY3pMGvh6asQU5zUqU4obzhTOz_0fKQN1yj13A/Nc6S7P9LDf02kWqPyo3RjoaqYa7HyKQaBYPP599fu2k
Bite Size Vegan,FM-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/i4xPe0Qny2Dn_r0RfULlcQ/hZIohg-drjc9vaEG4jtiZx-lSv7u73tnkULPYd4Q-rlpsqFqwWg0ea4J_a-MoFyKLJ8zofyNKDI7S7BCEBeSgg/_b7EM7VIZHILKCfAeyznZmmdCT4msQ5NCTuiUM6tDmw
Chris Do,FM-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/horPUi5o7btCssxWHKrpkg/mhmt8Z7N1TmrngoBSaJAPF1d5R3-4snPUhG6cjSxSDnyV8xk8UTB3EHaKswhtjAuCLz--w-QEXy7jAXFTu0HTQ/o7FHmU3esx3a3XgqU6eKl-mSOysR69aIijElOCLbnWc
Ivanka Trump,FF-Ni/Te-BS/P(C) [1],https://v5.airtableusercontent.com/v1/21/21/1696514400000/Pz1OEFuFP4_0zXvlQJBXXQ/FFgs4iykXwlpTPQJI3O342XZjvIOwYZtSKpmT4CM0Q4O-EbFqi4i83t5tnClDM7f219eDQoqWSGvVw9aeka5Qg/VUIY7YAzGKzV5DR3bOgnfNkYL7GkiAaDQ9z9PgbHidw
Victoria,FF-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/OG7K3SsakP7-I-t87pcU-w/zMp0qTuvqAICMp7UXvR9ip2r9z-3hSd5FLPCMivK-JzG1VzbDPLDPMXTeCyMZ02DDfmSkeJIwWLmZ2mY_nZL6g/Ppo7LbSAKfGnwI_UrPSqVBmiF7VwpfH1S95tN3Vv0as
Anthony Ongaro,FF-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/qZ5D2KQIuBDZMCQ9vGSJ7g/iCHKq-02fLNAGPJzGhT8hdHqUv2-QyraQSftyeQlW1yX45w3KwQD87HWK3m7YFicwjGiVGMCpwzcZwBEeLLLXA/PornLxeMDMKy2mQMMetJ3Edw4yeNAu0Qzh1HGR27Oq8
Cristal Fuentes,FF-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/xmenLnty12VT_U6wFRS1TA/rFgkDLsrIeQpY5wJ1ZhVWY-OTQ1phSF1Kxkm9rX9l81GzGOrsTJv2G2F4IhJzPqLwRUC21H1XcEMriKQt-IhXw/IqVH9-45JMHLJRJs4ldm_eHaQKlM8d98cfapyvaDABA
Gavin Newsom,FF-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/3ep2tVmpWknjSOGCCSI68w/DuJvqDJ8le3Ockg3wGQ6fa9X776g6HBqBkd4ybKTdP8vEtx0TibN_0RgR4v992mxF-cYVOB1oItG6_7UuqhPaw/tXBYptci1-kQsEPlzIy_QFKhiExxJh4rwVSgW4rE0Z0
Isaiah Hankel,FF-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/FcuwbMm1NiQ_QV76xM0i5w/4VnsahYGjiK1pQ4cEXGlFoKj0nRKxC7MBADomeiWSqRcyTTjVXI4RktO5L-SiFO7RlDfhB4EqXeDpqX5w6MyRg/Ynzxxxg4dvzL3p07lmytptGOwgNqr0CbbiO0wDcn4pQ
Leo Gura,FF-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/fTJaI9118EzsG1yl5FA2xQ/Ga6xiyTeh0GDMOt72WcNSBcaskKrXRMZ5r0fSkyM6rnXAGrfiHJ80mo4-GrmREoFiFY5MSkbgdglMIXAnM1c5w/5Hfp5sv43rOLcyl1PDqtNYb1qF4CuHutTzi17n1URQA
Marie Forleo,FF-Ni/Te-BS/P(C) [2],https://v5.airtableusercontent.com/v1/21/21/1696514400000/AAUHp0rVyl5SGP_zvlLikw/X_fIm64AH9zZQw3Ve8gIXEJ5Y-BLkH1xtZS1JJHuuxjueN7HYGW0JD3Gal938wOis6gRimdbM7iMMd4XCdK_dQ/flk37KSVFtrwsf9NBYyHFvv-FumYkp_A4IB8U0a6mwA
Nourah,FF-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/WxTb1FKV5EqpR3PIcNAwbw/diI6hJBZurEsX94Jo5c8aSZL0bnL59SjUplOTOdZGp6e_hrYoz4EaDrI--QNadYG33jfz0hRYi1a-Xvr5i57Dw/CLPEqBFR_yO3lwugmgD7fd_PcDV0K11Oo-7qPiEzK28
Riley Keough,FF-Ni/Te-BS/P(C) [4],https://v5.airtableusercontent.com/v1/21/21/1696514400000/_G-wwTg2V0b0DHvWqQimMQ/kpwbOIbT8t2WL1GuRbu_wxW6-9TZb4X33Lil_0_0SaYV7HFGDMQ6qNpfnBwHNfMfsSWY_h-M1_bu-jl6nJsa-Q/oXDf9i6xOlKPSRcpMXXHbuDJ6wtbtX9Kwv5uZuvKg4Q
Tai Lopez,FF-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/iHlCVsZ--hG8_60QMEw0Jw/YXwbSmbPoNWHjzIz_k_REd81Nf5OiG-zt0EN0VIRixsYP2D6B1DMnlIgo4xeXAU0k9txQ2ILaih2XZyeyubX4A/N4BVxdJKv2W-caOPy2u0Is4havDybTi1jHJyfq-tyqg
Vanessa Van Edwards,FF-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/S8ecYsocFHWdeSQnuI9ahw/VZ84ZTfMk43l_vdPMlSACSYhFV0tky66QElbAgEX2LC6OTqdcA8NgI17Nm-1Bcvk8UPg6NWRq_yD9NG7Kgv8Aw/bAUqL9_TcMEyU3HtMAG4w4LWxRFuiaKXtQ8ROUBDpCY
Vivian,FF-Ni/Te-BS/P(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/8H74926LyJtyWjb8xN6Heg/4ik1ZqC6vDKLlFQDMUXzST6Z3WeyHBgiTHVHPyfKbeICWvPPdUVLTJSEYbzCIgXArzWlek1_LOfsYjTzMbKZtQ/MvEBdKpa0ScDnCflHmgZnjW5fNY2Y4KiLvqeR_5P-l8
Tim Ferriss,MM-Ni/Te-BS/C(P),https://v5.airtableusercontent.com/v1/21/21/1696514400000/VkV5Ag7OaPa7RgzhYwtGGA/XJMfg1RZngETTrCwfoYeSysO0nONGcsDrgGJdb2vbK5vg-wpKeJkkh8VrNwOI9K1XXmbj8Kud7YtJtOUBy4eWQ/v5-rMGLRL0aZQ0gyNGH3361YZl6g2KkMWMNWOthAvkY
Woody Harrelson,MM-Ni/Te-BS/C(P) [3],https://v5.airtableusercontent.com/v1/21/21/1696514400000/_dLGVUktspdgivSYRe8KOQ/g1niDIEO4n0sz8ANh8LZyXu8JvkpYXi3rPomFgzMSwIRhEw6Tmz6GBq4fjcSiHay1eXc3nKIqNGJWPkQRwmBTg/mCbEsj8gxZ7sdwFYcnoagtLg8s_ZXBMG4lnLOvXOT6Y
Rachel Dennison,MF-Ni/Te-BS/C(P),https://v5.airtableusercontent.com/v1/21/21/1696514400000/fgPnLcGLDhcZNHIuf44QdQ/F2eKSBseE9ojD_DLZxr7pt8P3d9RwemjlGl1y9_L-N_HOeNs9mA6DBgpIzizm1zTmlU97T98aQ4fEYMdZB3GQw/5ATr0EHR4rWD75RccWxoy94aBx1GEzoWek8zlD3Yt1U
Susan Cain,FM-Ni/Te-BS/C(P),https://v5.airtableusercontent.com/v1/21/21/1696514400000/rabo0RnC54GvyK4M-PkW3Q/vtQhq1rrWMjiIKIbKz_Wg9oFMmeSX5ObBednzVJ3nUMmu78FjfzmqgPBh5DjSEsTXZnrIRaDOboAt2_Rstsdsg/BVZNqSU14KtrLAvsiUB2jU3yx_YGWVN-3D2R0zrwqTk
Amal Clooney,FF-Ni/Te-BS/C(P),https://v5.airtableusercontent.com/v1/21/21/1696514400000/lKZMQn62MrjVdclSx6FhZw/t5a5MbVqGeGEP-HKbkAWIUt8VMaRVgbPt_Ghv6V-sLHRZ-IV8zfna3T0qZroNp1tmdoQXqfBBvgxzwRO7yK5hg/4F0iUo9FgKikMzmnBn9nYPTpu8XjLXRM1j_dYWczHOs
Anthony Aguirre,FF-Ni/Te-BS/C(P),https://v5.airtableusercontent.com/v1/21/21/1696514400000/FH-pq5SbLSpKyN6YHnHZ-w/IYwcoDxjYq-5rlMl_fXJMmLS59eldv2539EOoVbWdeJlb3NaZvnyKEHSiRU7sEikI6poCBCrmtE6g2ImYGkxEg/U1-AnKYTuzaWdselqRTIq-Y0IMReXxX63Dh_VKi1BJ4
Monica Graham,FF-Ni/Te-BS/C(P),https://v5.airtableusercontent.com/v1/21/21/1696514400000/KXTkdM-sHoWS8ljz7N07dA/RPd3Ig8Djq9QHH73LoFOWtEDrxSp2gIeoWggnjdfMQ40a2G7U7Db4K0812cYCPEoDJ9ufgCcnzLPsTwSbkqoDw/hBo3_Qy0WL6dB_ZYLCmELkFE11pEKF-mTgmqyWlUkbE
MindTools - INTJ,??-Ni/Te-BS/?(?),https://v5.airtableusercontent.com/v1/21/21/1696514400000/DMCNUvNENAZAABQ9KZ98sw/ZIKsZbVaWI1qmF4pJKroLFnh0X2USVUaJV0gv6uPRKQwFGqNqwQ1iaGBr2n34RofFlUYOFswm4RC8-aKcRO6hA/3ts1oVUXSUL3TkZHxSmdUp4ICRiQdymChOEUnh1BaHI
Jin Type,MM-Ni/Te-BP/S(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/fpstWSJ_qUK5TAZN47SM-g/UNpeVE6SwnkUf4KqU0G9u3Hk56y1aOj15dN5R0CSO4j1M_VF7BkhGPO-sr4xsIOugqf6ozTCS8rVTcMNTN1C7A/XWNn4S0ZSuR5QO8x8hj3mOv3DD3pH49EXCzG3rZq8pE
Joe Dispenza,MM-Ni/Te-BP/S(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/HXJNevfQ_JBwjRa2FFQNEQ/BtnAK8TVaqgmxUj4vbGqxEeJZTa4Z0WudKmZ2JO-W3rON5iviZdFG2j4colF6jKpDV1KSc_pIr6ngG_Ae9B45A/m7xTUHNuiYNmfOclfYzG2Nri5GxtxPgNUMSUp3BNRJE
Roberto Blake,MF-Ni/Te-BP/S(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/9qfpGPMaDjD64w6SY-9LKw/jsaHq0QJHVTrBFnFGv6qELYU1-OMv_AtM7A9ehRH4TT-plRo-mYO0TKYZvYAx1AHawANi4TzY_rmjCuYYMIsZg/bQy_C067zNezyO1KIctDY2DnRrLwJ_bkEQHEwlAjLJU
Drew Barrymore,FM-Ni/Te-BP/S(C) [4],https://v5.airtableusercontent.com/v1/21/21/1696514400000/1Z9x0wQx6MMp32KTRO-6ww/VEHd9rm63-OVBdPHmkNd122OKQcVPHs32emm7M_PlsU6a_x40ZJBlGu7xtuDgCCRdj-uF2Mzx2BEJgf-4MfUVw/52R1BSQjKI8nNPOLbFCJ1ptgUJAxXFf7LktJiYnKl_w
Hannah Waddingham,FM-Ni/Te-BP/S(C) [1],https://v5.airtableusercontent.com/v1/21/21/1696514400000/panuiiw1If8fwWOIGeDMlA/CXASaEIpam-EjuYokwvZLbhzQKVp7cYaNZpO3b9yNwhIn7HXIUwmgprfulZ6mc_cYS5qOgIgHF6xKRannncnWQ/ND91IU-bQiGcOXxP1aCC_GN7BwsF4f6tbOlcwsiUPl4
Jessica Kobeissi,FM-Ni/Te-BP/S(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/G42wKwucckdBCiMBBKFefQ/_DHm7QpqZihWEjMpG5j5J6E3CgZzX63Fb7GByQ4cij1mdz1PEqsNMSA6I5BkoHanChcgb8Zj6BnVklYg_jmmrQ/3sOEOaPUr2Ch4PaZGEI9fNxlH3mz0BOsjzHuyOcMc_o
Lindsay Johnson,FM-Ni/Te-BP/S(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/NqSqqo6fRpHRGr2rV30EWg/MYVimk3_QdFkESD7iG0QLl1BX0GVYRrXSP_b1eBCHkZWVHAbUPnsz2Kmv63IjM2i68RpTl_axoSeHPDD5jigSg/CKspHg4I6AvrQpcWiD4YD25YyDYKbCpRmJOTxz7cKzA
Eric Berg,FF-Ni/Te-BP/S(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/iiPP5YlZblcULi-2b42ekw/u1FIVv8Bhg_CAfdS07-5WzxAujCPZlU8B0h9WPd_jHnBfDsPL4pJLXsXLBCLRwmhs7qgtIYAtK2AO7NjY_N9qg/E79nusoS0VUhidQabAKHqnZ9oqo3n-m5qjLrNR4jaVs
Jason Fenske,FF-Ni/Te-BP/S(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/8_oHhmPGHDtYRW3nQsufig/7v1PgdtdEw6D8rdfSZrAQ5QiC7kMtqGxLHxh_ZbCeIDQg86l0ehj3OIJz1FBxGCRkkHM8LWd0F6XpDmF2mWiAA/vsR5ypMphwzpS1WnYJj5xOKU8OwYoDCoFgZhclO1FQ4
Jeff Cavaliere,FF-Ni/Te-BP/S(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/wV709iFMUHLHl0bvlDNpUw/1Wk2aHVIswz4DlKYtNVPLHNhGr1vD0Wt5dCrIpUx1ImxKIvxpy87Arq9t-ysnHIx38CYoL4d0DTw07B2-KhhmQ/4LYHBG3svNC-EAOcX_YvXXSaFZo_MVL7uIa6oZsUdO4
Loretta Graziano Breuning,FF-Ni/Te-BP/S(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/dXBaou2kx6IECf_Kk9bPxw/GXeuNXiwUjwIHVGTuEwHDuZC8x4pnvxriDVR13ptO9f1ltd4MrBvtxp5hA4p8MeVIujhNPkFiu-ylCXLxiA4Bg/m1N4eu4wR3dDZ3S0t8jtkV5NUkCKlQy3Sdb4J6roMvo
Rebekah Ellen,FF-Ni/Te-BP/S(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/yQZyvWWzy4m-68Vxn2uU4Q/6GqNuBz8Rxn8b_zgWePJfbh64bybk44Q8tAsIqCCjQio5KJz18JoKRliajcUjY9ZYaOHyA8Udp81txcMW5BtVQ/sGTFVid6yprI869OPTk0Na9iCxBhoXVlSJG6kRxLFcE
Sam Jones,FF-Ni/Te-BP/S(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/tjY-qxzv6838HmEuk7D4fw/1SGlKc57TbWPKE8VxJLHM5BJQxHHvQdh0Mz_zgprwtMO9TO9dfgkr3uZz9uL7FKxZcsYimhmfpygghpSWhj_lQ/mkzTmDplwuvW2S04aNLlq3W4ADralm9WiA2MOPU_kCE
Ray Dalio,??-Ni/Te-BP/S(C),https://v5.airtableusercontent.com/v1/21/21/1696514400000/iJmOHj6j4o6bpcK0EHs6lA/REj2dAtIcm2dfh8VrmGHHlwLysxpPRkO97e-UVOZKTNbzY4Ic6tLg1KwvbLRM8jOR1urf866vI6FFMQL5NMhAg/fYnp52fRHpCUplYYqdrdYuzLoDUCS00Q53aPSmgDxp4
Mayim Bialik,MM-Ni/Te-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696514400000/e7o0wgxODQBrkHznRCO7rg/EyQPo-1zWAhAEWYj1Mpl6T0-fLf4GDYrSkaHldcJb7626DMBWWaEp9-cmOGMYGBMzEUFR-3m5yHhyEbOep1LQQ/pOxl40rDipxkOG7X1OB5Tne1B0sct3iPe41RPR0Clp4
Samantha Basave,MM-Ni/Te-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696514400000/9i8NnTMgplwA4doZfQugHA/xz1f_LK1HklVvrIEyIASGGjn1yJz5RTCXcPTWcH6QwL8GcOaZuKoATLAFcMa5WRGxOiE8Oc8DzS_bKczwcqi0Q/YSG-qXU2D7FQ2EHGaejSNQDUQr_M2zpev8eeQo_9HTI
Anissa Freeman,MF-Ni/Te-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696514400000/T8YhogRLU2bhOVyVDqMeeA/rgeLKnij_oyJGVgzrPuuBYFKnxEKJhUkxTYRho8QFK89LZeRUwHY9dy0rUvqatMA9X9g52xjeGddjZM1uYzGbQ/Fy74OjdG2nawt2Q4m-cjjzkgX3zlml7YyK2PoFizoVM
Hasan Minhaj,MF-Ni/Te-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696514400000/gWgEIp_VKeDfMKvmlpE4rA/bCbRm5uv9jsFCmY-Ztcg7kXXIashSBExLZQMd1dekO874z1CCf5hHgkzLwkN3Fij3Ic8RvZmz_wG0bQF-qScSg/iUZsu-f06i9m4oZvnhokAXxCvglCcPNiYZQ4lTtaeMU
Keegan-Michael Key,MF-Ni/Te-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696514400000/QzUmAFNK7BjGAZtih8Wn7w/quL4PJxgcA6bq_2huuTieoexS7zgOqMTi1tRlby4W1B1FPFmBzWQqgOqdxZrbtZl0p_q_pSycwdpVEoH4jSYTw/2e5s6F0sYteoe0Soqks6HB1jEUBfpVCyGrfV46xce_4
Kumail Nanjiani,MF-Ni/Te-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696514400000/eahKzhKaetyoGJVwVfxZnw/BzEspLxbGiVvZ5Va4w7LuhiAh4xsOLrqMERojtJ3btwLO-pIOOlmao8jXaSPiuFt8CZrtC_2MyQ2rh0Hangv-g/4Zgezw3SmW1rG6yBujHUVBx-ePdamAOl1MeXyHE8z44
Raja Burrows,MF-Ni/Te-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696514400000/0HX4gSqKH4OKpWfPgbkBLw/DQMdaOarkMt1waLWb4c-B-jz65LbQdrDqSTG75ZHevtYIgkjMLdn-oHA-seR_s-GtuVEfUXPwqhPYMY_Gsdc0Q/0y7ltD9A4LazpJhI5aRB_II0Mg_pKXVRNedt-cWsdTQ
Sean Combs,MF-Ni/Te-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696514400000/4bf9zIcEBzeB69-YQGtAnA/EyKIuA-Kky0tteadKagh4zG1fd6sLq-Tcow2rF0OBVlTBgC94hupPoJF_aLhtalVtIEwRFqA7eCnCbHUjAouyw/YHDZXJjq0lZcFwvqdHPelKYiwtNMjwBGW9MxQ5cQWYk
Catrific,FM-Ni/Te-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696514400000/NqhR28Y-Zbt7JCkQuD2uvw/HNXGaj3xCIcjob9kARyWsCElx228R3EAj7mCL6CvORWUdEOgDiSUrlVknOPfQ2OScuAawXTBG22DMWhIKSy6wQ/oPZvLUQ4ULJGQZ6T6DmiG-Oi8MenT3ZPIBeRWI6D6iM
Remi Cruz,FM-Ni/Te-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696514400000/tZoPL36KvwUAPS6mqTZn4A/mdIT2V1wS_aggR0xpNZ1jh4feL3EcqRsOHQd3Pcj9R9DVhxJzNqyGNseYPonLWdo-N7hvntY-GziVaD5s9-Ewg/Cy1oI302AXgQl7PkNVxbDB5aUyl69Gp2CFssvDqHgQk
Alexandria Ocasio-Cortez,FF-Ni/Te-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696514400000/l7b6ISD6hHIRZtS-bZ1qeQ/lAVUSymSFm_r8MvjFjxLxMjmgArpYS46eTTdJRxRrj9WyfgeIW_cr85vWuSJuavEBhmi9H09dIHksgqJDTPPLQ/ynNpl_r3tdmch3f-Zw909bJNuzELCkN1YLaq18ebUUU
Christian Bale,FF-Ni/Te-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696514400000/YvUUuyUPHRDBKulXNilEsg/GBUQuZ2y8v8qKnOn9vKTgllIo5UpSvfBnH5fkzBVWDRUiu1_hNIrUHNvgsDDLf6aO3WCK_pedvX_geJE3qdVcQ/1u2ccZ_16FNHuwo5UZ_2EXjuBRLUXCuN_RfVGmAObiI
